timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6 
246.10581970214844 (0.6741390228271484,2.512356996536255) (0.0,-8.649757021750304e-10) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 -1.5707963267948966 (2.38692307472229,0.602028489112854) (-0.0022679518442600965,-0.0005605081096291542) 0.2199999988079071 (1.4375360012054443,3.1763243675231934) (-9.710106496640947e-06,-4.7113349864957854e-05) 0.2199999988079071 (1.361304759979248,1.1468838453292847) (-0.003060985589399934,0.006310036405920982) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
246.20582580566406 (0.6741390228271484,2.512356996536255) (0.0,-8.649757021750304e-10) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 -1.5707963267948966 (2.3866961002349854,0.6019724011421204) (-0.002270277589559555,-0.0005610829102806747) 0.2199999988079071 (1.437535047531128,3.1763195991516113) (-9.710241101856809e-06,-4.7114001063164324e-05) 0.2199999988079071 (1.3609975576400757,1.1475170850753784) (-0.0030716501642018557,0.006332021206617355) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
246.3058319091797 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.3864688873291016,0.6019162535667419) (-0.002272608457133174,-0.0005616589915007353) 0.2199999988079071 (1.4375340938568115,3.1763148307800293) (-9.710376616567373e-06,-4.71146558993496e-05) 0.2199999988079071 (1.3606892824172974,1.148152470588684) (-0.0030823945999145508,0.006354169920086861) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
246.4058380126953 (0.6741390228271484,2.512356996536255) (0.0,-8.649757021750304e-10) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 -1.5707963267948966 (2.3862414360046387,0.6018600463867188) (-0.0022749442141503096,-0.000562236295081675) 0.2199999988079071 (1.4375331401824951,3.1763100624084473) (-9.710511221783236e-06,-4.711530709755607e-05) 0.2199999988079071 (1.360379934310913,1.1487901210784912) (-0.0030932172667235136,0.006376480683684349) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
246.50584411621094 (0.6741390228271484,2.512356996536255) (0.0,-8.649757021750304e-10) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 -1.5707963267948966 (2.3860137462615967,0.6018037796020508) (-0.0022772853262722492,-0.0005628148792311549) 0.2199999988079071 (1.4375321865081787,3.1763052940368652) (-9.7106467364938e-06,-4.7115961933741346e-05) 0.2199999988079071 (1.3600695133209229,1.1494300365447998) (-0.0031041211914271116,0.006398958619683981) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
246.60585021972656 (0.6741390228271484,2.512356996536255) (7.991333705881232e-10,-3.310118845689658e-10) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 -0.3926990863197901 (2.3857858180999756,0.601747453212738) (-0.0022796315606683493,-0.0005633947439491749) 0.2199999988079071 (1.4375312328338623,3.176300525665283) (-9.710781341709662e-06,-4.7116613131947815e-05) 0.2199999988079071 (1.3597580194473267,1.1500722169876099) (-0.003115106374025345,0.006421604193747044) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
246.7058563232422 (0.6741390228271484,2.512356996536255) (0.0,-8.649757021750304e-10) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 -1.5707963267948966 (2.3855576515197754,0.6016910672187805) (-0.0022819829173386097,-0.0005639758892357349) 0.2199999988079071 (1.437530279159546,3.176295757293701) (-9.710916856420226e-06,-4.711726796813309e-05) 0.2199999988079071 (1.3594454526901245,1.1507166624069214) (-0.0031261739786714315,0.006444418802857399) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
246.8058624267578 (0.6741390228271484,2.512356996536255) (0.0,-8.649757021750304e-10) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 -1.5707963267948966 (2.385329246520996,0.6016346216201782) (-0.0022843393962830305,-0.0005645582568831742) 0.2199999988079071 (1.4375293254852295,3.176290988922119) (-9.711051461636089e-06,-4.711791916633956e-05) 0.2199999988079071 (1.3591316938400269,1.1513633728027344) (-0.003137324471026659,0.006467404775321484) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
246.90586853027344 (0.6741390228271484,2.512356996536255) (0.0,-8.649757021750304e-10) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 -1.5707963267948966 (2.3851006031036377,0.6015781164169312) (-0.0022867012303322554,-0.0005651419633068144) 0.2199999988079071 (1.437528371810913,3.176286220550537) (-9.711186976346653e-06,-4.711857400252484e-05) 0.2199999988079071 (1.3588168621063232,1.1520124673843384) (-0.003148558782413602,0.006490563973784447) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
247.00587463378906 (0.6741390228271484,2.512356996536255) (0.0,-8.649757021750304e-10) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 -1.5707963267948966 (2.3848717212677,0.6015215516090393) (-0.0022890681866556406,-0.0005657268920913339) 0.2199999988079071 (1.4375274181365967,3.176281452178955) (-9.711321581562515e-06,-4.711922520073131e-05) 0.2199999988079071 (1.3585008382797241,1.1526638269424438) (-0.0031598794739693403,0.006513900123536587) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
247.1058807373047 (0.6741390228271484,2.512356996536255) (0.0,-8.649757021750304e-10) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 -1.5707963267948966 (2.3846426010131836,0.6014649271965027) (-0.0022914402652531862,-0.0005663131596520543) 0.2199999988079071 (1.4375264644622803,3.176276683807373) (-9.71145709627308e-06,-4.7119880036916584e-05) 0.2199999988079071 (1.358183741569519,1.1533175706863403) (-0.0031712851487100124,0.006537413224577904) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
247.2058868408203 (0.6741390228271484,2.512356996536255) (0.0,-8.649757021750304e-10) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 -1.5707963267948966 (2.384413242340088,0.6014082431793213) (-0.0022938174661248922,-0.0005669007077813148) 0.2199999988079071 (1.4375255107879639,3.176271915435791) (-9.711591701488942e-06,-4.712053123512305e-05) 0.2199999988079071 (1.3578654527664185,1.1539736986160278) (-0.0031827783677726984,0.006561105605214834) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
247.30589294433594 (0.6741390228271484,2.512356996536255) (0.0,-8.649757021750304e-10) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 -1.5707963267948966 (2.384183645248413,0.6013514995574951) (-0.0022962000221014023,-0.0005674894782714546) 0.2199999988079071 (1.4375245571136475,3.176267147064209) (-9.711727216199506e-06,-4.712118607130833e-05) 0.2199999988079071 (1.3575459718704224,1.1546322107315063) (-0.0031943602953106165,0.006584980990737677) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
247.40589904785156 (0.6741390228271484,2.512356996536255) (0.0,-8.649757021750304e-10) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 -1.5707963267948966 (2.383953809738159,0.6012946963310242) (-0.0022985877003520727,-0.0005680795875377953) 0.2199999988079071 (1.437523603439331,3.176262378692627) (-9.711861821415368e-06,-4.71218372695148e-05) 0.2199999988079071 (1.3572254180908203,1.1552931070327759) (-0.0032060316298156977,0.006609040778130293) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
247.5059051513672 (0.6741390228271484,2.512356996536255) (0.0,-8.649757021750304e-10) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 -1.5707963267948966 (2.383723735809326,0.6012378334999084) (-0.002300980733707547,-0.000568671035580337) 0.2199999988079071 (1.4375226497650146,3.176257610321045) (-9.711997336125933e-06,-4.7122492105700076e-05) 0.2199999988079071 (1.3569036722183228,1.1559563875198364) (-0.003217792371287942,0.006633284501731396) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
247.6059112548828 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.383493423461914,0.601180911064148) (-0.002303378889337182,-0.000569263705983758) 0.2199999988079071 (1.4375216960906982,3.176252841949463) (-9.712131941341795e-06,-4.7123143303906545e-05) 0.2199999988079071 (1.3565807342529297,1.1566221714019775) (-0.003229643916711211,0.006657715421169996) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
247.70591735839844 (0.6741390228271484,2.512356996536255) (0.0,-8.649757021750304e-10) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 -1.5707963267948966 (2.383262872695923,0.6011239290237427) (-0.002305782400071621,-0.0005698577151633799) 0.2199999988079071 (1.4375207424163818,3.176248073577881) (-9.71226745605236e-06,-4.712379814009182e-05) 0.2199999988079071 (1.3562566041946411,1.1572904586791992) (-0.0032415890600532293,0.006682339124381542) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
247.80592346191406 (0.6741390228271484,2.512356996536255) (0.0,-8.649757021750304e-10) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 -1.5707963267948966 (2.3830320835113525,0.6010668873786926) (-0.002308191265910864,-0.0005704530631192029) 0.2199999988079071 (1.4375197887420654,3.176243305206299) (-9.712402061268222e-06,-4.712444933829829e-05) 0.2199999988079071 (1.355931282043457,1.157961130142212) (-0.0032536282669752836,0.0067071570083498955) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
247.9059295654297 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.382801055908203,0.6010097861289978) (-0.002310605254024267,-0.0005710496916435659) 0.2199999988079071 (1.437518835067749,3.176238536834717) (-9.712537575978786e-06,-4.712510417448357e-05) 0.2199999988079071 (1.355604648590088,1.1586343050003052) (-0.0032657606061547995,0.0067321667447686195) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
248.0059356689453 (0.6741390228271484,2.512356996536255) (0.0,-8.649757021750304e-10) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 -1.5707963267948966 (2.3825697898864746,0.6009526252746582) (-0.0023130245972424746,-0.000571647600736469) 0.2199999988079071 (1.4375178813934326,3.1762337684631348) (-9.712672181194648e-06,-4.712575537269004e-05) 0.2199999988079071 (1.3552768230438232,1.159309983253479) (-0.0032779891043901443,0.006757375784218311) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
248.10594177246094 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.382338285446167,0.6008954048156738) (-0.0023154495283961296,-0.0005722468486055732) 0.2199999988079071 (1.4375169277191162,3.1762290000915527) (-9.712807695905212e-06,-4.7126410208875313e-05) 0.2199999988079071 (1.354947805404663,1.159988284111023) (-0.0032903142273426056,0.0067827836610376835) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
248.20594787597656 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.3821065425872803,0.6008381247520447) (-0.0023178793489933014,-0.0005728473770432174) 0.2199999988079071 (1.4375159740447998,3.1762242317199707) (-9.712942301121075e-06,-4.712706140708178e-05) 0.2199999988079071 (1.3546174764633179,1.1606690883636475) (-0.0033027385361492634,0.006808395963162184) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
248.3059539794922 (0.6741390228271484,2.512356996536255) (7.991333705881232e-10,-3.310118845689658e-10) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 -0.3926990863197901 (2.3818745613098145,0.6007807850837708) (-0.002320314757525921,-0.0005734493024647236) 0.2199999988079071 (1.4375150203704834,3.1762194633483887) (-9.713077815831639e-06,-4.712771624326706e-05) 0.2199999988079071 (1.3542859554290771,1.161352515220642) (-0.003315261797979474,0.006834212224930525) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
248.4059600830078 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.3816423416137695,0.600723385810852) (-0.0023227555211633444,-0.0005740525084547698) 0.2199999988079071 (1.437514066696167,3.1762146949768066) (-9.713212421047501e-06,-4.712836744147353e-05) 0.2199999988079071 (1.3539531230926514,1.1620385646820068) (-0.003327885875478387,0.006860235705971718) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
248.50596618652344 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.3814098834991455,0.6006659269332886) (-0.002325201639905572,-0.0005746569950133562) 0.2199999988079071 (1.4375131130218506,3.1762099266052246) (-9.713347935758065e-06,-4.7129022277658805e-05) 0.2199999988079071 (1.35361909866333,1.1627272367477417) (-0.0033406121656298637,0.006886471062898636) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
248.60597229003906 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.3811771869659424,0.6006084084510803) (-0.0023276531137526035,-0.0005752628785558045) 0.2199999988079071 (1.4375121593475342,3.1762051582336426) (-9.713482540973928e-06,-4.712967711384408e-05) 0.2199999988079071 (1.3532837629318237,1.1634185314178467) (-0.0033534415997564793,0.006912917364388704) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
248.7059783935547 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.38094425201416,0.6005508303642273) (-0.002330109942704439,-0.0005758700426667929) 0.2199999988079071 (1.4375112056732178,3.1762003898620605) (-9.713618055684492e-06,-4.713032831205055e-05) 0.2199999988079071 (1.3529471158981323,1.1641124486923218) (-0.0033663748763501644,0.006939578335732222) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
248.8059844970703 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.380711078643799,0.6004931926727295) (-0.0023325723595917225,-0.0005764786037616432) 0.2199999988079071 (1.4375102519989014,3.1761956214904785) (-9.713752660900354e-06,-4.713098314823583e-05) 0.2199999988079071 (1.3526091575622559,1.1648091077804565) (-0.0033794131595641375,0.006966456305235624) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
248.90599060058594 (0.6741390228271484,2.512356996536255) (8.649757021750304e-10,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.3804776668548584,0.6004354953765869) (-0.00233504013158381,-0.0005770884454250336) 0.2199999988079071 (1.437509298324585,3.1761908531188965) (-9.713888175610919e-06,-4.71316343464423e-05) 0.2199999988079071 (1.3522698879241943,1.165508508682251) (-0.0033925592433661222,0.006993556395173073) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
249.00599670410156 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.380244016647339,0.6003777384757996) (-0.0023375132586807013,-0.000577699625864625) 0.2199999988079071 (1.4375083446502686,3.1761860847473145) (-9.714022780826781e-06,-4.7132289182627574e-05) 0.2199999988079071 (1.3519293069839478,1.166210651397705) (-0.003405814291909337,0.007020880933851004) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
249.1060028076172 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.3800101280212402,0.6003199219703674) (-0.0023399917408823967,-0.0005783122032880783) 0.2199999988079071 (1.4375073909759521,3.1761813163757324) (-9.714158295537345e-06,-4.713294038083404e-05) 0.2199999988079071 (1.3515874147415161,1.1669155359268188) (-0.0034191792365163565,0.007048431318253279) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
249.2060089111328 (0.6741390228271484,2.512356996536255) (-6.116301909386834e-10,6.116301909386834e-10) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 2.356194490192345 (2.3797757625579834,0.6002620458602905) (-0.00234247581101954,-0.0005789261194877326) 0.2199999988079071 (1.4375064373016357,3.1761765480041504) (-9.714292900753208e-06,-4.713359521701932e-05) 0.2199999988079071 (1.3512440919876099,1.1676231622695923) (-0.0034326547756791115,0.007076209876686335) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
249.30601501464844 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.3795411586761475,0.6002041101455688) (-0.0023449675645679235,-0.000579542014747858) 0.2199999988079071 (1.4375054836273193,3.1761717796325684) (-9.714428415463772e-06,-4.713424641522579e-05) 0.2199999988079071 (1.3508994579315186,1.1683335304260254) (-0.0034462425392121077,0.007104220800101757) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
249.40602111816406 (0.6741390228271484,2.512356996536255) (0.0,-8.649757021750304e-10) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 -1.5707963267948966 (2.3793063163757324,0.6001461148262024) (-0.002347464906051755,-0.0005801592487841845) 0.2199999988079071 (1.437504529953003,3.1761670112609863) (-9.714563020679634e-06,-4.7134901251411065e-05) 0.2199999988079071 (1.3505535125732422,1.1690467596054077) (-0.0034599429927766323,0.007132464088499546) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
249.5060272216797 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.3790712356567383,0.6000880599021912) (-0.002349967835471034,-0.0005807778798043728) 0.2199999988079071 (1.4375035762786865,3.1761622428894043) (-9.714698535390198e-06,-4.713555608759634e-05) 0.2199999988079071 (1.3502061367034912,1.1697628498077393) (-0.0034737593960016966,0.007160945329815149) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
249.6060333251953 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.378835916519165,0.6000299453735352) (-0.002352476352825761,-0.0005813978496007621) 0.2199999988079071 (1.4375026226043701,3.1761574745178223) (-9.71483314060606e-06,-4.713620728580281e-05) 0.2199999988079071 (1.3498573303222656,1.17048180103302) (-0.0034876929130405188,0.007189668249338865) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
249.70603942871094 (0.6741390228271484,2.512356996536255) (8.649757021750304e-10,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.3786003589630127,0.5999717712402344) (-0.0023549902252852917,-0.0005820192163810134) 0.2199999988079071 (1.4375016689300537,3.1761527061462402) (-9.714968655316625e-06,-4.713686212198809e-05) 0.2199999988079071 (1.349507212638855,1.17120361328125) (-0.003501744708046317,0.007218636106699705) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
249.80604553222656 (0.6741390228271484,2.512356996536255) (-6.116301909386834e-10,6.116301909386834e-10) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 2.356194490192345 (2.3783645629882812,0.599913477897644) (-0.00235750968568027,-0.0005826419219374657) 0.2199999988079071 (1.4375007152557373,3.176147937774658) (-9.715103260532487e-06,-4.713751332019456e-05) 0.2199999988079071 (1.3491556644439697,1.1719284057617188) (-0.0035159157123416662,0.007247847970575094) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
249.9060516357422 (0.6741390228271484,2.512356996536255) (3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 -0.3926990863197901 (2.3781285285949707,0.5998551249504089) (-0.0023600347340106964,-0.000583265966270119) 0.2199999988079071 (1.437499761581421,3.176143169403076) (-9.715238775243051e-06,-4.7138168156379834e-05) 0.2199999988079071 (1.3488026857376099,1.1726561784744263) (-0.0035302091855555773,0.007277312688529491) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
250.0060577392578 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.377892255783081,0.599796712398529) (-0.0023625653702765703,-0.0005838914075866342) 0.2199999988079071 (1.4374988079071045,3.176138401031494) (-9.715373380458914e-06,-4.713882299256511e-05) 0.2199999988079071 (1.3484482765197754,1.1733869314193726) (-0.0035446262918412685,0.007307032123208046) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
250.10606384277344 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.3776557445526123,0.5997382402420044) (-0.0023651018273085356,-0.0005845181876793504) 0.2199999988079071 (1.437497854232788,3.176133632659912) (-9.715508895169478e-06,-4.713947419077158e-05) 0.2199999988079071 (1.3480923175811768,1.1741206645965576) (-0.0035591681953519583,0.007337008602917194) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
250.20606994628906 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.3774189949035645,0.599679708480835) (-0.002367643639445305,-0.0005851463647559285) 0.2199999988079071 (1.4374969005584717,3.17612886428833) (-9.715644409880042e-06,-4.7140129026956856e-05) 0.2199999988079071 (1.3477349281311035,1.1748573780059814) (-0.003573836525902152,0.00736724678426981) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
250.3060760498047 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.3771820068359375,0.5996211171150208) (-0.0023701912723481655,-0.0005857759388163686) 0.2199999988079071 (1.4374959468841553,3.176124095916748) (-9.715779015095904e-06,-4.7140780225163326e-05) 0.2199999988079071 (1.3473761081695557,1.1755971908569336) (-0.0035886322148144245,0.007397747132927179) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
250.4060821533203 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.3769447803497314,0.5995624661445618) (-0.00237274426035583,-0.0005864069098606706) 0.2199999988079071 (1.4374949932098389,3.176119327545166) (-9.715914529806469e-06,-4.71414350613486e-05) 0.2199999988079071 (1.3470157384872437,1.1763399839401245) (-0.0036035580560564995,0.007428515702486038) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
250.50608825683594 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.3767073154449463,0.599503755569458) (-0.0023753030691295862,-0.0005870392778888345) 0.2199999988079071 (1.4374940395355225,3.176114559173584) (-9.716049135022331e-06,-4.714208989753388e-05) 0.2199999988079071 (1.3466538190841675,1.1770859956741333) (-0.003618614049628377,0.007459552958607674) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
250.60609436035156 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.376469612121582,0.5994449853897095) (-0.00237786746583879,-0.0005876729846931994) 0.2199999988079071 (1.437493085861206,3.176109790802002) (-9.716184649732895e-06,-4.714274109574035e-05) 0.2199999988079071 (1.3462904691696167,1.1778351068496704) (-0.0036338057834655046,0.007490870077162981) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
250.7061004638672 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.3762316703796387,0.5993861556053162) (-0.0023804374504834414,-0.0005883081466890872) 0.2199999988079071 (1.4374921321868896,3.17610502243042) (-9.716319254948758e-06,-4.7143395931925625e-05) 0.2199999988079071 (1.3459255695343018,1.1785873174667358) (-0.0036491313949227333,0.007522462401539087) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
