timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6 
128.59864807128906 (0.6996742486953735,2.502319574356079) (4.2235141707765156e-13,0.0) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 0.0 (2.563528299331665,0.645675539970398) (-0.0010560340015217662,-0.00026099145179614425) 0.2199999988079071 (1.4386565685272217,3.1818759441375732) (-9.554414646117948e-06,-4.635964069166221e-05) 0.2199999988079071 (1.509425401687622,0.841545820236206) (-0.0006560175097547472,0.0013523377710953355) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
128.6986541748047 (0.6996742486953735,2.502319574356079) (-3.90201841107482e-13,1.6162689676219033e-13) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 2.7488935672700032 (2.563422679901123,0.6456494331359863) (-0.0010564973345026374,-0.00026110594626516104) 0.2199999988079071 (1.4386556148529053,3.1818714141845703) (-9.554540156386793e-06,-4.63602518721018e-05) 0.2199999988079071 (1.5093597173690796,0.8416811227798462) (-0.0006564296199940145,0.0013531873701140285) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
128.7986602783203 (0.6996742486953735,2.502319574356079) (4.2235141707765156e-13,0.0) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 0.0 (2.563317060470581,0.6456233263015747) (-0.0010569607838988304,-0.0002612204698380083) 0.2199999988079071 (1.4386546611785889,3.1818668842315674) (-9.554665666655637e-06,-4.636086305254139e-05) 0.2199999988079071 (1.509294033050537,0.8418165445327759) (-0.000656842312309891,0.0013540381332859397) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
128.89866638183594 (0.6996742486953735,2.502319574356079) (-3.310118845689658e-10,7.991333705881232e-10) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 1.9634954131146867 (2.56321120262146,0.6455972194671631) (-0.001057424466125667,-0.0002613350807223469) 0.2199999988079071 (1.4386537075042725,3.1818623542785645) (-9.554791176924482e-06,-4.636147423298098e-05) 0.2199999988079071 (1.5092283487319946,0.8419520258903503) (-0.0006572555867023766,0.0013548900606110692) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
128.99867248535156 (0.6996742486953735,2.502319574356079) (7.991333705881232e-10,-3.310118845689658e-10) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 -0.3926990863197901 (2.563105344772339,0.6455710530281067) (-0.001057889312505722,-0.0002614499826449901) 0.2199999988079071 (1.438652753829956,3.1818578243255615) (-9.554916687193327e-06,-4.636208541342057e-05) 0.2199999988079071 (1.5091625452041626,0.8420876264572144) (-0.0006576693267561495,0.0013557429192587733) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
129.0986785888672 (0.6996742486953735,2.502319574356079) (-3.90201841107482e-13,1.6162689676219033e-13) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 2.7488935672700032 (2.5629994869232178,0.6455448865890503) (-0.0010583545081317425,-0.00026156497187912464) 0.2199999988079071 (1.4386518001556396,3.1818532943725586) (-9.555042197462171e-06,-4.6362696593860164e-05) 0.2199999988079071 (1.5090967416763306,0.8422232866287231) (-0.0006580837653018534,0.0013565972913056612) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
129.1986846923828 (0.6996742486953735,2.502319574356079) (0.0,8.649757021750304e-10) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 1.5707963267948966 (2.5628936290740967,0.6455187201499939) (-0.0010588199365884066,-0.00026167999021708965) 0.2199999988079071 (1.4386508464813232,3.1818487644195557) (-9.555167707731016e-06,-4.6363307774299756e-05) 0.2199999988079071 (1.5090309381484985,0.8423590064048767) (-0.0006584986695088446,0.0013574525946751237) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
129.29869079589844 (0.6996742486953735,2.502319574356079) (-3.90201841107482e-13,1.6162689676219033e-13) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 2.7488935672700032 (2.5627877712249756,0.6454925537109375) (-0.0010592855978757143,-0.0002617950667627156) 0.2199999988079071 (1.4386498928070068,3.1818442344665527) (-9.55529321799986e-06,-4.636391895473935e-05) 0.2199999988079071 (1.508965015411377,0.8424948453903198) (-0.0006589139811694622,0.001358308712951839) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
129.39869689941406 (0.6996742486953735,2.502319574356079) (0.0,0.0) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 0.0 (2.5626819133758545,0.6454663872718811) (-0.0010597514919936657,-0.0002619102015160024) 0.2199999988079071 (1.4386489391326904,3.18183970451355) (-9.555418728268705e-06,-4.636452649720013e-05) 0.2199999988079071 (1.5088990926742554,0.8426307439804077) (-0.0006593300495296717,0.001359166344627738) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
129.4987030029297 (0.6996742486953735,2.502319574356079) (7.991333705881232e-10,-3.310118845689658e-10) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 -0.3926990863197901 (2.5625758171081543,0.6454401612281799) (-0.0010602176189422607,-0.00026202539447695017) 0.2199999988079071 (1.438647985458374,3.181835174560547) (-9.55554423853755e-06,-4.636513767763972e-05) 0.2199999988079071 (1.5088331699371338,0.8427667617797852) (-0.0006597465253435075,0.0013600249076262116) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
129.5987091064453 (0.6996742486953735,2.502319574356079) (7.991333705881232e-10,-3.310118845689658e-10) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 -0.3926990863197901 (2.562469720840454,0.6454139351844788) (-0.0010606850264593959,-0.00026214090758003294) 0.2199999988079071 (1.4386470317840576,3.181830644607544) (-9.555669748806395e-06,-4.6365748858079314e-05) 0.2199999988079071 (1.5087671279907227,0.8429028391838074) (-0.0006601636414416134,0.0013608847511932254) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
129.69871520996094 (0.6996742486953735,2.502319574356079) (7.991333705881232e-10,-3.310118845689658e-10) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 -0.3926990863197901 (2.562363624572754,0.6453877091407776) (-0.0010611526668071747,-0.00026225647889077663) 0.2199999988079071 (1.4386460781097412,3.181826114654541) (-9.55579525907524e-06,-4.6366360038518906e-05) 0.2199999988079071 (1.5087010860443115,0.8430390357971191) (-0.0006605812814086676,0.0013617457589134574) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
129.79872131347656 (0.6996742486953735,2.502319574356079) (7.991333705881232e-10,-3.310118845689658e-10) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 -0.3926990863197901 (2.5622575283050537,0.6453614830970764) (-0.0010616204235702753,-0.00026237210840918124) 0.2199999988079071 (1.4386451244354248,3.181821584701538) (-9.555920769344084e-06,-4.63669712189585e-05) 0.2199999988079071 (1.5086350440979004,0.8431752920150757) (-0.0006609995616599917,0.0013626079307869077) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
129.8987274169922 (0.6996742486953735,2.502319574356079) (7.991333705881232e-10,-3.310118845689658e-10) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 -0.3926990863197901 (2.5621514320373535,0.6453352570533752) (-0.0010620885295793414,-0.0002624877670314163) 0.2199999988079071 (1.4386441707611084,3.181817054748535) (-9.556046279612929e-06,-4.636758239939809e-05) 0.2199999988079071 (1.5085688829421997,0.8433116674423218) (-0.0006614183075726032,0.0013634710339829326) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
129.9987335205078 (0.6996742486953735,2.502319574356079) (7.991333705881232e-10,-3.310118845689658e-10) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 -0.3926990863197901 (2.562045097351074,0.6453089714050293) (-0.0010625568684190512,-0.0002626035129651427) 0.2199999988079071 (1.438643217086792,3.1818125247955322) (-9.556172699376475e-06,-4.636819357983768e-05) 0.2199999988079071 (1.508502721786499,0.8434481024742126) (-0.0006618377519771457,0.0013643356505781412) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
130.09873962402344 (0.6996742486953735,2.502319574356079) (7.991333705881232e-10,-3.310118845689658e-10) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 -0.3926990863197901 (2.561938762664795,0.6452826857566833) (-0.0010630263714119792,-0.0002627195499371737) 0.2199999988079071 (1.4386422634124756,3.1818079948425293) (-9.55629820964532e-06,-4.636880476027727e-05) 0.2199999988079071 (1.5084364414215088,0.8435845971107483) (-0.0006622576038353145,0.0013652011984959245) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
130.19874572753906 (0.6996742486953735,2.502319574356079) (7.991333705881232e-10,-3.310118845689658e-10) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 -0.3926990863197901 (2.5618324279785156,0.6452564001083374) (-0.0010634962236508727,-0.0002628356742206961) 0.2199999988079071 (1.4386413097381592,3.1818034648895264) (-9.556423719914164e-06,-4.636941594071686e-05) 0.2199999988079071 (1.5083701610565186,0.8437212109565735) (-0.0006626780377700925,0.0013660680269822478) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
130.2987518310547 (0.6996742486953735,2.502319574356079) (7.991333705881232e-10,-3.310118845689658e-10) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 -0.3926990863197901 (2.5617260932922363,0.6452301144599915) (-0.0010639663087204099,-0.0002629518276080489) 0.2199999988079071 (1.4386403560638428,3.1817989349365234) (-9.556549230183009e-06,-4.6370027121156454e-05) 0.2199999988079071 (1.5083038806915283,0.8438578844070435) (-0.0006630991119891405,0.0013669360196217895) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
130.3987579345703 (0.6996742486953735,2.502319574356079) (4.2235141707765156e-13,0.0) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 0.0 (2.561619758605957,0.6452038288116455) (-0.0010644365102052689,-0.0002630680683068931) 0.2199999988079071 (1.4386394023895264,3.1817944049835205) (-9.556674740451854e-06,-4.637063466361724e-05) 0.2199999988079071 (1.5082374811172485,0.843994677066803) (-0.0006635206518694758,0.0013678049435839057) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
130.49876403808594 (0.6996742486953735,2.502319574356079) (0.0,0.0) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 0.0 (2.5615131855010986,0.6451774835586548) (-0.0010649070609360933,-0.00026318433810956776) 0.2199999988079071 (1.43863844871521,3.1817898750305176) (-9.556800250720698e-06,-4.637124584405683e-05) 0.2199999988079071 (1.5081710815429688,0.8441315293312073) (-0.0006639428902417421,0.0013686753809452057) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
130.59877014160156 (0.6996742486953735,2.502319574356079) (7.991333705881232e-10,-3.310118845689658e-10) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 -0.3926990863197901 (2.5614066123962402,0.6451511383056641) (-0.001065378892235458,-0.00026330092805437744) 0.2199999988079071 (1.4386374950408936,3.1817853450775146) (-9.556925760989543e-06,-4.637185702449642e-05) 0.2199999988079071 (1.508104681968689,0.8442685008049011) (-0.0006643655360676348,0.0013695467496290803) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
130.6987762451172 (0.6996742486953735,2.502319574356079) (7.991333705881232e-10,-3.310118845689658e-10) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 -0.3926990863197901 (2.561300039291382,0.6451247930526733) (-0.0010658509563654661,-0.0002634176053106785) 0.2199999988079071 (1.4386365413665771,3.1817808151245117) (-9.557051271258388e-06,-4.637246820493601e-05) 0.2199999988079071 (1.5080381631851196,0.8444055318832397) (-0.0006647888803854585,0.0013704192824661732) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
130.7987823486328 (0.6996742486953735,2.502319574356079) (7.991333705881232e-10,-3.310118845689658e-10) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 -0.3926990863197901 (2.5611934661865234,0.6450984477996826) (-0.0010663231369107962,-0.00026353431167081) 0.2199999988079071 (1.4386355876922607,3.181776285171509) (-9.557176781527232e-06,-4.6373079385375604e-05) 0.2199999988079071 (1.5079716444015503,0.8445426821708679) (-0.0006652127485722303,0.0013712930958718061) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
130.89878845214844 (0.6996742486953735,2.502319574356079) (7.991333705881232e-10,-3.310118845689658e-10) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 -0.3926990863197901 (2.561086893081665,0.6450721025466919) (-0.0010667956667020917,-0.0002636510762386024) 0.2199999988079071 (1.4386346340179443,3.181771755218506) (-9.557302291796077e-06,-4.6373690565815195e-05) 0.2199999988079071 (1.507905125617981,0.8446798920631409) (-0.0006656372570432723,0.0013721681898459792) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
130.99879455566406 (0.6996742486953735,2.502319574356079) (0.0,0.0) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 0.0 (2.5609800815582275,0.6450456976890564) (-0.0010672684293240309,-0.00026376789901405573) 0.2199999988079071 (1.438633680343628,3.181767225265503) (-9.557427802064922e-06,-4.637430174625479e-05) 0.2199999988079071 (1.507838487625122,0.8448172211647034) (-0.0006660621729679406,0.001373044215142727) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
131.0988006591797 (0.6996742486953735,2.502319574356079) (7.991333705881232e-10,-3.310118845689658e-10) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 -0.3926990863197901 (2.56087327003479,0.6450192928314209) (-0.0010677423560991883,-0.0002638850419316441) 0.2199999988079071 (1.4386327266693115,3.1817626953125) (-9.557554221828468e-06,-4.637491292669438e-05) 0.2199999988079071 (1.5077718496322632,0.8449546098709106) (-0.0006664878455922008,0.0013739217538386583) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
131.1988067626953 (0.6996742486953735,2.502319574356079) (3.310118845689658e-10,-7.991333705881232e-10) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 -1.1780972404751064 (2.5607664585113525,0.6449928879737854) (-0.0010682166321203113,-0.0002640022721607238) 0.2199999988079071 (1.4386317729949951,3.181758165359497) (-9.557679732097313e-06,-4.637552410713397e-05) 0.2199999988079071 (1.5077052116394043,0.8450921177864075) (-0.0006669139838777483,0.0013748001074418426) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
131.29881286621094 (0.6996742486953735,2.502319574356079) (-3.90201841107482e-13,1.6162689676219033e-13) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 2.7488935672700032 (2.560659646987915,0.6449664831161499) (-0.0010686911409720778,-0.000264119531493634) 0.2199999988079071 (1.4386308193206787,3.181753635406494) (-9.557805242366157e-06,-4.637613528757356e-05) 0.2199999988079071 (1.5076384544372559,0.8452296853065491) (-0.0006673407624475658,0.0013756798580288887) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
131.39881896972656 (0.6996742486953735,2.502319574356079) (7.991333705881232e-10,-3.310118845689658e-10) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 -0.3926990863197901 (2.5605528354644775,0.6449400782585144) (-0.001069165882654488,-0.0002642368490342051) 0.2199999988079071 (1.4386298656463623,3.181749105453491) (-9.557930752635002e-06,-4.637674646801315e-05) 0.2199999988079071 (1.5075716972351074,0.8453673124313354) (-0.0006677681230939925,0.0013765607727691531) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
131.4988250732422 (0.6996742486953735,2.502319574356079) (0.0,0.0) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 0.0 (2.560445785522461,0.6449136137962341) (-0.001069640857167542,-0.0002643542247824371) 0.2199999988079071 (1.438628911972046,3.1817445755004883) (-9.558056262903847e-06,-4.6377357648452744e-05) 0.2199999988079071 (1.5075048208236694,0.8455050587654114) (-0.0006681958911940455,0.0013774426188319921) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
131.5988311767578 (0.6996742486953735,2.502319574356079) (7.991333705881232e-10,-3.310118845689658e-10) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 -0.3926990863197901 (2.5603387355804443,0.6448871493339539) (-0.001070117112249136,-0.0002644719206728041) 0.2199999988079071 (1.4386279582977295,3.1817400455474854) (-9.558181773172691e-06,-4.6377968828892335e-05) 0.2199999988079071 (1.5074379444122314,0.8456428647041321) (-0.0006686244159936905,0.0013783260947093368) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
